"","lon","lat","MunicipalityID","COD_DANE","Department Name","Municipality Name","Rural Population","Urban Population","Total Population"
"923","-75.97340989","1.912021423","12684",41807,"HUILA","TIMANA","13327","6698","20025"
"924","-76.77186934","2.369964598","12572",19807,"CAUCA","TIMBIO","19110","10918","30028"
"925","-78.23215225","3.005629573","12695",19809,"CAUCA","TIMBIQUI","17424","4310","21734"
"926","-73.71052511","5.566377686","12224",15808,"BOYACA","TINJACA","2527","412","2939"
"927","-72.72189721","6.396913539","12430",15810,"BOYACA","TIPACOQUE","2902","953","3855"
"928","-74.30625813","8.478012398","12471",13810,"BOLIVAR","TIQUISIO","14360","4426","18786"
"929","-75.81856413","6.056348788","12489",5809,"ANTIOQUIA","TITIRIBI","6558","6759","13317"
"930","-73.18540197","5.558229537","11721",15814,"BOYACA","TOCA","7139","3422","10561"
"931","-74.66640436","4.436928215","11763",25815,"CUNDINAMARCA","TOCAIMA","7220","9976","17196"
"932","-73.94827004","4.948100828","11775",25817,"CUNDINAMARCA","TOCANCIPA","14532","9622","24154"
"933","-73.51365805","5.894339626","12500",15816,"BOYACA","TOGUI","4514","715","5229"
"934","-72.33902509","7.20793993","11730",54820,"NORTE DE SANTANDER","TOLEDO","13006","4266","17272"
"935","-75.54536923","9.520611149","12221",70820,"SUCRE","SANTIAGO DE TOLU","5790","22318","28108"
"936","-75.44213635","9.489281558","12001",70823,"SUCRE","TOLU VIEJO","13630","5325","18955"
"937","-72.96558089","7.157277584","11945",68820,"SANTANDER","TONA","6181","509","6690"
"938","-72.85454739","5.735337842","12015",15820,"BOYACA","TOPAGA","2428","1255","3683"
"939","-74.31327013","5.338844164","11643",25823,"CUNDINAMARCA","TOPAIPI","4106","711","4817"
"940","-76.21804385","2.987862867","11769",19821,"CAUCA","TORIBIO","24811","1701","26512"
"941","-76.1307808","4.622154531","11900",76823,"VALLE DEL CAUCA","TORO","6426","9487","15913"
"942","-73.03228637","5.449136182","11956",15822,"BOYACA","TOTA","5084","592","5676"
"943","-76.41435963","2.462673563","11617",19824,"CAUCA","TOTORO","16078","1352","17430"
"944","-71.1967868","5.342000793","11691",85430,"CASANARE","TRINIDAD","5345","6133","11478"
"945","-76.38639916","4.206471078","11859",76828,"VALLE DEL CAUCA","TRUJILLO","11201","7466","18667"
"946","-74.98476837","10.89985889","12403",8832,"ATLANTICO","TUBARA","4824","6091","10915"
"947","-76.0343783","4.027010439","11611",76834,"VALLE DEL CAUCA","TULUA","26353","160922","187275"
"948","-78.69433133","1.587093424","11810",52835,"NARINO","SAN ANDRES DE TUMACO","75366","84668","160034"
"949","-73.41675727","5.51330144","11930",15001,"BOYACA","TUNJA","7475","146621","154096"
"950","-73.95875832","5.708028573","12153",15832,"BOYACA","TUNUNGUA","1332","288","1620"
"951","-77.67034728","1.160049195","12109",52838,"NARINO","TUQUERRES","24995","16385","41380"
"952","-75.37586545","10.32500332","11921",13836,"BOLIVAR","TURBACO","5332","57714","63046"
"953","-75.43865344","10.20661697","12141",13838,"BOLIVAR","TURBANA","1558","11935","13493"
"954","-76.73758234","8.004211403","12561",5837,"ANTIOQUIA","TURBO","74660","47259","121919"
"955","-73.53457526","5.272624568","12127",15835,"BOYACA","TURMEQUE","5148","2434","7582"
"956","-73.21398928","5.645889053","11637",15837,"BOYACA","TUTA","6808","2176","8984"
"957","-72.8796334","6.051330591","12505",15839,"BOYACA","TUTAZA","2058","196","2254"
"958","-73.49867345","4.786126712","12696",25839,"CUNDINAMARCA","UBALA","9438","1280","10718"
"959","-73.99659508","4.484354457","12059",25841,"CUNDINAMARCA","UBAQUE","6015","864","6879"
"960","-73.84422869","5.297692412","12133",25843,"CUNDINAMARCA","VILLA DE SAN DIEGO DE UBATE","14391","22042","36433"
"961","-75.81803948","4.697216003","12435",76845,"VALLE DEL CAUCA","ULLOA","3087","2658","5745"
"962","-73.48340596","5.184111061","11768",15842,"BOYACA","UMBITA","8540","1565","10105"
"963","-74.06204823","4.341851602","12211",25845,"CUNDINAMARCA","UNE","4298","3716","8014"
"964","-77.11285371","8.105915987","11771",27800,"CHOCO","UNGUIA","10275","4269","14544"
"965","-76.6589321","5.249631543","11632",27810,"CHOCO","UNION PANAMERICANA","4965","3196","8161"
"966","-76.11097134","6.96010748","12205",5842,"ANTIOQUIA","URAMITA","5927","2377","8304"
"967","-74.45686604","3.011769345","12652",50370,"META","URIBE","9811","2669","12480"
"968","-71.79661457","11.99139953","12552",44847,"LA GUAJIRA","URIBIA","110055","7619","117674"
"969","-76.26583153","6.342301946","12166",5847,"ANTIOQUIA","URRAO","23798","15125","38923"
"970","-72.9842256","10.47993267","12060",44855,"LA GUAJIRA","URUMITA","5928","7421","13349"
"971","-74.99583487","10.740263","11996",8849,"ATLANTICO","USIACURI","847","7957","8804"
"972","-74.50133452","5.169776622","12416",25851,"CUNDINAMARCA","UTICA","2367","2574","4941"
"973","-75.39568841","7.273885659","11939",5854,"ANTIOQUIA","VALDIVIA","12442","4848","17290"
"974","-76.2233103","8.228316272","12120",23855,"CORDOBA","VALENCIA","21999","12374","34373"
"975","-73.12946454","6.419835005","11695",68855,"SANTANDER","VALLE DE SAN JOSE","3497","1818","5315"
"976","-75.19391733","4.171989388","12178",73854,"TOLIMA","VALLE DE SAN JUAN","3708","2470","6178"
"977","-76.95174341","0.392233394","11973",86865,"PUTUMAYO","VALLE DEL GUAMUEZ","27618","17341","44959"
"978","-73.43551784","10.43566034","12025",20001,"CESAR","VALLEDUPAR","55384","299065","354449"
"979","-75.65950851","5.630761117","12487",5856,"ANTIOQUIA","VALPARAISO","3155","3169","6324"
"980","-74.78696593","6.816655844","11920",5858,"ANTIOQUIA","VEGACHI","4824","6469","11293"
"981","-73.72583336","6.232810978","12498",68861,"SANTANDER","VELEZ","10065","9690","19755"
"982","-74.93668821","4.691769189","12066",73861,"TOLIMA","VENADILLO","5445","13324","18769"
"983","-75.79904468","5.954168611","11868",5861,"ANTIOQUIA","VENECIA","7263","6156","13419"
"984","-73.55031893","5.359872952","12626",15861,"BOYACA","VENTAQUEMADA","12440","1964","14404"
"985","-74.32563434","5.112382175","11958",25862,"CUNDINAMARCA","VERGARA","6455","1275","7730"
"986","-76.33852048","4.608055969","12583",76863,"VALLE DEL CAUCA","VERSALLES","4215","4055","8270"
"987","-72.93287188","7.335391333","12278",68867,"SANTANDER","VETAS","1180","1169","2349"
"988","-74.57537778","4.88149096","11887",25867,"CUNDINAMARCA","VIANI","2899","1216","4115"
"989","-74.87365204","5.426281444","12158",17867,"CALDAS","VICTORIA","5437","3728","9165"
"990","-76.68829693","6.442959271","11699",5873,"ANTIOQUIA","VIGIA DEL FUERTE","3365","2122","5487"
"991","-76.49363391","3.732818472","12384",76869,"VALLE DEL CAUCA","VIJES","3930","5857","9787"
"992","-73.00671809","7.915562928","12249",54871,"NORTE DE SANTANDER","VILLA CARO","3272","1772","5044"
"993","-73.54899608","5.634789039","12458",15407,"BOYACA","VILLA DE LEYVA","5213","6819","12032"
"994","-72.52355022","7.755445373","12439",54874,"NORTE DE SANTANDER","VILLA DEL ROSARIO","3079","66754","69833"
"995","-76.49113721","3.179422859","12399",19845,"CAUCA","VILLA RICA","3976","10350","14326"
"996","-76.72794567","0.896634401","12643",86885,"PUTUMAYO","VILLAGARZON","11716","9069","20785"
"997","-74.20982714","5.247921482","11687",25871,"CUNDINAMARCA","VILLAGOMEZ","1563","620","2183"
"998","-75.19033115","4.942093611","12554",73870,"TOLIMA","VILLAHERMOSA","7750","3446","11196"
"999","-75.46445222","4.938706934","11743",17873,"CALDAS","VILLAMARIA","9655","36667","46322"
"1000","-72.97394599","10.57096436","12580",44874,"LA GUAJIRA","VILLANUEVA","5327","18211","23538"
"1001","-73.60535966","5.208820159","11622",25873,"CUNDINAMARCA","VILLAPINZON","11216","5357","16573"
"1002","-74.64962255","3.821683178","11781",73873,"TOLIMA","VILLARRICA","3854","2372","6226"
"1003","-73.49149722","4.07423647","12312",50001,"META","VILLAVICENCIO","23758","356464","380222"
"1004","-75.1619153","3.265071695","11856",41872,"HUILA","VILLAVIEJA","4937","2437","7374"
"1005","-74.50497893","5.000092333","12017",25875,"CUNDINAMARCA","VILLETA","9566","14774","24340"
"1006","-74.5081051","4.420549547","11579",25878,"CUNDINAMARCA","VIOTA","9410","4157","13567"
"1007","-73.2983879","5.41566885","11692",15879,"BOYACA","VIRACACHA","3096","381","3477"
"1008","-73.65331597","2.787644025","12395",50711,"META","VISTAHERMOSA","14882","6166","21048"
"1009","-75.91924426","5.045097131","12490",17877,"CALDAS","VITERBO","2470","10689","13159"
"1010","-74.38777764","5.573724288","11764",25885,"CUNDINAMARCA","YACOPI","13108","3303","16411"
"1011","-77.44198557","1.161120799","12256",52885,"NARINO","YACUANQUER","7562","2403","9965"
"1012","-75.53223629","2.635280874","12246",41885,"HUILA","YAGUARA","1231","6634","7865"
"1013","-74.790176","6.702571223","11642",5885,"ANTIOQUIA","YALI","4753","2981","7734"
"1014","-75.46779615","6.988398376","11629",5887,"ANTIOQUIA","YARUMAL","14637","26603","41240"
"1015","-69.6495678","0.79163546","11831",97889,"VAUPES","YAVARATE","1269","0","1269"
"1016","-74.93871772","6.633963239","11592",5890,"ANTIOQUIA","YOLOMBO","13934","6091","20025"
"1017","-74.17685548","6.90737842","12620",5893,"ANTIOQUIA","YONDO","7917","7180","15097"
"1018","-72.27868822","5.218286442","12184",85001,"CASANARE","YOPAL","16604","90218","106822"
"1019","-76.42493434","3.931698105","11953",76890,"VALLE DEL CAUCA","YOTOCO","8006","7557","15563"
"1020","-76.54377797","3.569908503","12367",76892,"VALLE DEL CAUCA","YUMBO","11265","80927","92192"
"1021","-74.90192614","9.74129234","12409",13894,"BOLIVAR","ZAMBRANO","1286","9824","11110"
"1022","-73.29587308","6.818452967","12412",68895,"SANTANDER","ZAPATOCA","3663","5786","9449"
"1023","-74.69671282","10.12147093","12083",47960,"MAGDALENA","ZAPAYAN","5452","3190","8642"
"1024","-74.87564682","7.482904123","11772",5895,"ANTIOQUIA","ZARAGOZA","14357","12602","26959"
"1025","-76.09686555","4.359757643","12280",76895,"VALLE DEL CAUCA","ZARZAL","12184","28799","40983"
"1026","-73.18276118","5.258241337","11848",15897,"BOYACA","ZETAQUIRA","4149","1022","5171"
"1027","-74.41186301","4.742695519","11873",25898,"CUNDINAMARCA","ZIPACON","3310","1706","5016"
"1028","-74.04205484","5.026321531","12417",25899,"CUNDINAMARCA","ZIPAQUIRA","13024","88527","101551"
"1029","-74.18252179","10.79877525","11780",47980,"MAGDALENA","ZONA BANANERA","52765","4239","57004"
